"scale","ethical_principle","diff"
"scale = 1","reward
 land",-0.051073388
"scale = 1","reward
 resource",-0.04681496
"scale = 1","reward labor
 and land",0.23279769
"scale = 1","reward labor
 and resource",0.148579186
"scale = 1","reward land
 and resource",0.040089765
"scale = 1","reward
 all three",-0.2293177675
"scale = 1","selfishness",-0.175940748
"scale = 1","generosity",-0.025541254
"scale = 1","tradition
 compliance",0.0425701
"scale = 1","reward
 labor",-0.137033561
"scale = 1","reward
 land",-0.048116942
"scale = 1","reward
 resource",0.4007294445
"scale = 1","reward labor
 and land",-0.059336714
"scale = 1","reward labor
 and resource",-0.0302668471
"scale = 1","reward land
 and resource",0.04523009
"scale = 1","reward
 all three",-0.012293567
"scale = 1","selfishness",0.043991811
"scale = 1","generosity",0.03514098
"scale = 1","tradition
 compliance",-0.012955944
"scale = 1","reward
 labor",0.041573017
"scale = 1","reward
 land",0.027969501
"scale = 1","reward
 resource",-0.5141248516
"scale = 1","reward labor
 and land",0.240444913
"scale = 1","reward labor
 and resource",0.201648616
"scale = 1","reward land
 and resource",-0.068852021
"scale = 1","reward
 all three",0.005163971
"scale = 1","selfishness",0.182772419
"scale = 1","generosity",0.002280059
"scale = 1","tradition
 compliance",-0.3106761801
"scale = 1","reward
 labor",0.035865698
"scale = 1","reward
 land",0.126656264
"scale = 1","reward
 resource",0.031138586
"scale = 1","reward labor
 and land",-0.03343155
"scale = 1","reward labor
 and resource",0.001563765
"scale = 1","reward land
 and resource",0.0171659443
"scale = 1","reward
 all three",-0.053335015
"scale = 1","selfishness",0.351703372
"scale = 1","generosity",0.078743127
"scale = 1","tradition
 compliance",0.1396332556
"scale = 1","reward
 labor",-0.040506029
"scale = 1","reward
 land",-0.242921072
"scale = 1","reward
 resource",-0.038214159
"scale = 1","reward labor
 and land",-0.01417287
"scale = 1","reward labor
 and resource",-0.201981542
"scale = 1","reward land
 and resource",-0.021904126
"scale = 1","reward
 all three",-0.010379951
"scale = 1","selfishness",-0.032607619
"scale = 1","generosity",-0.10671014
"scale = 1","tradition
 compliance",0.013651727
"scale = 1","reward
 labor",0.163389992
"scale = 1","reward
 land",0.310842138
"scale = 1","reward
 resource",-0.0724933245
"scale = 1","reward labor
 and land",-0.0949334
"scale = 1","reward labor
 and resource",-0.002805688
"scale = 1","reward land
 and resource",-0.168060393
"scale = 1","reward
 all three",-0.010273287
"scale = 1","selfishness",-0.0065625473
"scale = 1","generosity",0.0376108002
"scale = 1","tradition
 compliance",0.044340692
"scale = 1","reward
 labor",0.07345328
"scale = 1","reward
 land",0.0226768125
"scale = 1","reward
 resource",-0.012949613
"scale = 1","reward labor
 and land",0.511813792
"scale = 1","reward labor
 and resource",0.076906216
"scale = 1","reward land
 and resource",-0.798374179
"scale = 1","reward
 all three",0.0510847515
"scale = 1","selfishness",-0.00695036
"scale = 1","generosity",0.129188528
"scale = 1","tradition
 compliance",-0.027257736
"scale = 1","reward
 labor",0.06052278
"scale = 1","reward
 land",0.0226325202
"scale = 1","reward
 resource",0.14997379
"scale = 1","reward labor
 and land",0.256332801
"scale = 1","reward labor
 and resource",-6.81000000000015e-05
"scale = 1","reward land
 and resource",-0.6120874601
"scale = 1","reward
 all three",0.0277132377
"scale = 1","selfishness",0.04360571
"scale = 1","generosity",0.126717062
"scale = 1","tradition
 compliance",-0.3224580943
"scale = 1","reward
 labor",-0.001914274
"scale = 1","reward
 land",0.171900927
"scale = 1","reward
 resource",-0.00516252
"scale = 1","reward labor
 and land",0.05470868
"scale = 1","reward labor
 and resource",-0.0604809309
"scale = 1","reward land
 and resource",0.007536561
"scale = 1","reward
 all three",-0.0144531059
"scale = 1","selfishness",0.112998603
"scale = 1","generosity",-0.0240754298
"scale = 1","tradition
 compliance",-0.192714083
"scale = 1","reward
 labor",-0.3346183219
"scale = 1","reward
 land",-0.050625187
"scale = 1","reward
 resource",0.037064751
"scale = 1","reward labor
 and land",0.0891481826
"scale = 1","reward labor
 and resource",0.001616893
"scale = 1","reward land
 and resource",0.525552297
"scale = 1","reward
 all three",-0.1643477045
"scale = 1","selfishness",0.06791821
"scale = 1","generosity",0.180349408
"scale = 1","tradition
 compliance",-0.258565836
"scale = 1","reward
 labor",-0.056572176
"scale = 1","reward
 land",-0.02153259
"scale = 1","reward
 resource",-0.009832276
"scale = 1","reward labor
 and land",0.088667025
"scale = 1","reward labor
 and resource",-0.083771235
"scale = 1","reward land
 and resource",0.0252102438
"scale = 1","reward
 all three",0.068129225
"scale = 1","selfishness",0.006596863
"scale = 1","generosity",-0.156294947
"scale = 1","tradition
 compliance",0.0491974221
"scale = 1","reward
 labor",0.298413474
"scale = 1","reward
 land",0.007090999
"scale = 1","reward
 resource",0.071865756
"scale = 1","reward labor
 and land",-0.068474771
"scale = 1","reward labor
 and resource",0.081000152
"scale = 1","reward land
 and resource",-0.29706546
"scale = 1","reward
 all three",0.007670501
"scale = 1","selfishness",0.017959496
"scale = 1","generosity",0.161650602
"scale = 1","tradition
 compliance",-0.02658045
"scale = 1","reward
 labor",0.019639247
"scale = 1","reward
 land",-0.36522042
"scale = 1","reward
 resource",0.028577511
"scale = 1","reward labor
 and land",0.023657581
"scale = 1","reward labor
 and resource",-0.058052267
"scale = 1","reward land
 and resource",0.0921473207
"scale = 1","reward
 all three",0.106221378
"scale = 1","selfishness",-0.051957261
"scale = 1","generosity",0.2311953577
"scale = 1","tradition
 compliance",0.117503579
"scale = 1","reward
 labor",-0.160775406
"scale = 1","reward
 land",0.375673435
"scale = 1","reward
 resource",-0.080658466
"scale = 1","reward labor
 and land",-0.048790432
"scale = 1","reward labor
 and resource",-0.19103529
"scale = 1","reward land
 and resource",-0.0178737514
"scale = 1","reward
 all three",-0.173281757
"scale = 1","selfishness",0.456247047
"scale = 1","generosity",0.015589357
"scale = 1","tradition
 compliance",0.214229509
"scale = 1","reward
 labor",-0.01007877
"scale = 1","reward
 land",0.141231415
"scale = 1","reward
 resource",-0.015789564
"scale = 1","reward labor
 and land",0.0013336369
"scale = 1","reward labor
 and resource",-0.0419041546
"scale = 1","reward land
 and resource",-0.0766978497
"scale = 1","reward
 all three",-0.6841606262
"scale = 1","selfishness",0.002322553
"scale = 1","generosity",0.13931598
"scale = 1","tradition
 compliance",-0.00586345
"scale = 1","reward
 labor",-0.00719072999999999
"scale = 1","reward
 land",0.3779088093
"scale = 1","reward
 resource",-0.0196983922
"scale = 1","reward labor
 and land",0.075679714
"scale = 1","reward labor
 and resource",-0.652934942
"scale = 1","reward land
 and resource",0.142077415
"scale = 1","reward
 all three",-0.051616961
"scale = 1","selfishness",0.342238475
"scale = 1","generosity",-0.006455172
"scale = 1","tradition
 compliance",-0.173458185
"scale = 1","reward
 labor",-0.025392232
"scale = 1","reward
 land",0.036341293
"scale = 1","reward
 resource",0.09154324
"scale = 1","reward labor
 and land",0.046229121
"scale = 1","reward labor
 and resource",-0.144344708
"scale = 1","reward land
 and resource",0.08015613
"scale = 1","reward
 all three",-0.246857964
"scale = 1","selfishness",0.173990765
"scale = 1","generosity",0.083095116
"scale = 1","tradition
 compliance",0.036831881
"scale = 1","reward
 labor",-0.055784965
"scale = 1","reward
 land",-0.116045443
"scale = 1","reward
 resource",-0.2269248308
"scale = 1","reward labor
 and land",0.17928739
"scale = 1","reward labor
 and resource",-0.213377739
"scale = 1","reward land
 and resource",0.05971778
"scale = 1","reward
 all three",0.079210042
"scale = 1","selfishness",0.015850166
"scale = 1","generosity",0.02019187
"scale = 1","tradition
 compliance",-0.018027043
"scale = 1","reward
 labor",-0.323037342
"scale = 1","reward
 land",0.3081234856
"scale = 1","reward
 resource",-0.016134434
"scale = 1","reward labor
 and land",-0.172271363
"scale = 1","reward labor
 and resource",0.032068699
"scale = 1","reward land
 and resource",0.010436082
"scale = 1","reward
 all three",0.142799877
"scale = 1","selfishness",0.368256887
"scale = 1","generosity",-0.0063651609
"scale = 1","tradition
 compliance",-0.032069682
"scale = 1","reward
 labor",0.1775443085
"scale = 1","reward
 land",-0.328902019
"scale = 1","reward
 resource",-0.087846905
"scale = 1","reward labor
 and land",0.0722751892
"scale = 1","reward labor
 and resource",0.058340423
"scale = 1","reward land
 and resource",0.012392656
"scale = 1","reward
 all three",-0.233625694
"scale = 1","selfishness",-0.048083295
"scale = 1","generosity",-0.06467813
"scale = 1","tradition
 compliance",-0.0403947
"scale = 1","reward
 labor",-0.076660968
"scale = 1","reward
 land",0.0432114711
"scale = 1","reward
 resource",0.027060102
"scale = 1","reward labor
 and land",-0.106716231
"scale = 1","reward labor
 and resource",-0.004763464
"scale = 1","reward land
 and resource",-0.171094801
"scale = 1","reward
 all three",0.4421199974
"scale = 1","selfishness",0.3596649331
"scale = 1","generosity",-0.0099859763
"scale = 1","tradition
 compliance",0.069670214
"scale = 1","reward
 labor",0.095974377
"scale = 1","reward
 land",-0.43040685
"scale = 1","reward
 resource",-0.073105154
"scale = 1","reward labor
 and land",0.1428882888
"scale = 1","reward labor
 and resource",-0.078922168
"scale = 1","reward land
 and resource",0.024367134
"scale = 1","reward
 all three",-0.1001447929
"scale = 1","selfishness",-0.218306
"scale = 1","generosity",0.003062944
"scale = 1","tradition
 compliance",0.0316848233
"scale = 1","reward
 labor",0.062264035
"scale = 1","reward
 land",-0.116773507
"scale = 1","reward
 resource",0.10569282
"scale = 1","reward labor
 and land",0.0804974578
"scale = 1","reward labor
 and resource",0.017703308
"scale = 1","reward land
 and resource",0.062104576
"scale = 1","reward
 all three",-0.027930447
"scale = 1","selfishness",-0.314949584
"scale = 1","generosity",0.0028698461
"scale = 1","tradition
 compliance",0.040450689
"scale = 1","reward
 labor",-0.035565169
"scale = 1","reward
 land",-0.014712383
"scale = 1","reward
 resource",0.1574394
"scale = 1","reward labor
 and land",0.0963957762
"scale = 1","reward labor
 and resource",0.014608578
"scale = 1","reward land
 and resource",0.084265924
"scale = 1","reward
 all three",-0.030803074
"scale = 1","selfishness",0.1024442221
"scale = 1","generosity",-0.100023247
"scale = 1","tradition
 compliance",0.326339736
"scale = 1","reward
 labor",-0.096722775
"scale = 1","reward
 land",0.164066804
"scale = 1","reward
 resource",0.02633202
"scale = 1","reward labor
 and land",-0.000326840000000002
"scale = 1","reward labor
 and resource",-0.018913547
"scale = 1","reward land
 and resource",-0.024259472
"scale = 1","reward
 all three",-0.378936902
"scale = 1","selfishness",-0.394214996
"scale = 1","generosity",0.052537606
"scale = 1","tradition
 compliance",-0.096841385
"scale = 1","reward
 labor",0.313652686
"scale = 1","reward
 land",-0.0760029887
"scale = 1","reward
 resource",-0.014096345
"scale = 1","reward labor
 and land",-0.110969454
"scale = 1","reward labor
 and resource",0.03916083
"scale = 1","reward land
 and resource",0.018164951
"scale = 1","reward
 all three",0.268609087
"scale = 1","selfishness",-0.02518812
"scale = 1","generosity",0.019223945
"scale = 1","tradition
 compliance",-0.042385533
"scale = 1","reward
 labor",0.173571553
"scale = 1","reward
 land",0.061932522
"scale = 1","reward
 resource",-0.1184009996
"scale = 1","reward labor
 and land",-0.276102465
"scale = 1","reward labor
 and resource",0.05704058
"scale = 1","reward land
 and resource",0.218338888
"scale = 1","reward
 all three",-0.068030364
"scale = 1","selfishness",0.070949138
"scale = 1","generosity",-0.088178575
"scale = 1","tradition
 compliance",0.082344525
"scale = 1","reward
 labor",0.11181204
"scale = 1","reward
 land",-0.232917213
"scale = 1","reward
 resource",0.219345672
"scale = 1","reward labor
 and land",0.0761512461
"scale = 1","reward labor
 and resource",-0.179127048
"scale = 1","reward land
 and resource",-0.0971564729
"scale = 1","reward
 all three",0.036776696
"scale = 1","selfishness",0.038604037
"scale = 1","generosity",0.170061081
"scale = 1","tradition
 compliance",-0.059734875
"scale = 1","reward
 labor",-0.28484314
"scale = 1","reward
 land",-0.007823655
"scale = 1","reward
 resource",0.17950868
"scale = 1","reward labor
 and land",-0.078698329
"scale = 1","reward labor
 and resource",-0.0563406112
"scale = 1","reward land
 and resource",0.272874418
"scale = 1","reward
 all three",-0.173607619
"scale = 1","selfishness",0.00602446
"scale = 1","generosity",0.025738416
"scale = 1","tradition
 compliance",0.076257793
"scale = 1","reward
 labor",0.0081301359
"scale = 1","reward
 land",-0.064247747
"scale = 1","reward
 resource",-0.1244172822
"scale = 1","reward labor
 and land",0.231062868
"scale = 1","reward labor
 and resource",0.18914892
"scale = 1","reward land
 and resource",-0.2848282938
"scale = 1","reward
 all three",-0.062869284
"scale = 1","selfishness",0.0887728665
"scale = 1","generosity",-0.124293376
